filepath,label
/srv/scratch/z5208494/dataset/dev_segments/TS60Otck0wA_030895-031664.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/TS60Otck0wA_033699-034365.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/TS60Otck0wA_035042-035798.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/TS60Otck0wA_036159-037013.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/TS60Otck0wA_037122-037600.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/TS60Otck0wA_002370-002674.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/TS60Otck0wA_002736-003046.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/TS60Otck0wA_026556-027026.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/mXvnqqOnICA_000361-001235.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/mXvnqqOnICA_001272-001748.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/mXvnqqOnICA_001785-002453.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/HwICZdShQto_011881-012187.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/HwICZdShQto_011023-011379.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/HwICZdShQto_021975-023121.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/AeeU7efLFUA_001077-001449.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/AeeU7efLFUA_000434-000994.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/AeeU7efLFUA_001505-004287.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/AeeU7efLFUA_004333-014107.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/AeeU7efLFUA_014255-015463.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/CPB5084Mg24_493242-493606.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/CPB5084Mg24_194352-194722.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/CPB5084Mg24_842559-842989.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/CPB5084Mg24_485874-486284.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/zvV8Pscq08w_001913-002707.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/zvV8Pscq08w_004671-008859.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/zvV8Pscq08w_009807-049389.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/zvV8Pscq08w_000027-001913.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/zvV8Pscq08w_004247-004671.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/zvV8Pscq08w_002707-004247.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Ujq3Y-P2OvM_013986-014600.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Ujq3Y-P2OvM_001296-002116.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Ujq3Y-P2OvM_002604-004486.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Ujq3Y-P2OvM_004524-007714.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Ujq3Y-P2OvM_009229-009755.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Ujq3Y-P2OvM_011838-013184.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Ujq3Y-P2OvM_007779-008743.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Ujq3Y-P2OvM_010305-011195.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/zoAkhCBwl00_005081-012789.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/zoAkhCBwl00_013233-021883.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/zoAkhCBwl00_012789-013233.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/zoAkhCBwl00_000027-005081.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_134607-134939.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_001545-002027.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_003854-004219.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_004563-004905.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_005304-005764.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_006048-006723.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_006816-007234.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_007350-007672.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_008028-008378.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_008457-009269.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_009269-009619.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_009619-011115.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_011303-011891.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_012090-013597.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_013674-015116.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_015165-015841.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_016131-016721.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_017382-017916.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_019055-019449.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_020682-021356.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_021465-021781.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_022603-023011.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_023232-024722.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_024759-025159.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_025159-026170.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_026873-027607.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_037113-037427.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_038682-039074.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_044132-044540.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_044540-045000.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_046588-047286.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_047286-047692.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_047692-051584.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_051584-052160.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_052160-053340.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_054294-055329.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_055329-055900.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_055900-056466.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_056732-057814.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_057814-058388.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_058950-059538.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_059617-060162.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_060394-062112.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_062112-062804.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_062876-063754.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_064201-064707.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_066417-066747.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_067484-067900.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_067900-068710.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_068983-069481.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_070355-070661.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_070752-071298.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_071382-072644.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_073059-073895.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_073932-075118.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_075183-075637.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_075729-076773.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_077355-077729.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_079083-079555.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_080338-080848.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_080912-083254.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_083312-084548.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_085104-086084.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_088302-088688.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_089231-089611.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_089611-089917.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_093436-094096.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_095761-096173.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_096851-097167.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_097245-097747.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_098239-098653.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_099732-100666.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_100842-101286.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_101508-102128.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_104379-104721.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_104721-105089.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_105171-105491.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_106188-106538.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_106575-106934.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_107869-108457.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_108522-108898.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_110896-111204.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_116094-117094.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_117328-118724.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_119223-120010.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_122607-123503.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_124020-124520.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_124723-125067.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_126606-126972.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_127128-127630.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_127630-128111.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_128846-129220.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_130383-130943.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_131360-132002.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_132951-133551.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_134939-135249.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_136271-137281.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_137533-138533.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_139593-140329.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_140388-140762.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_141516-142592.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_142830-144214.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_144252-146272.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_146343-147541.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_148074-148618.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_148618-149650.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_149650-150830.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_150830-151196.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_151196-151560.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_153274-153988.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_154264-154928.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_155481-156199.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_156237-156839.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_156924-157378.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_157458-157968.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_157968-159894.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_159894-161432.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_161804-163054.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_163170-165930.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_109299-109697.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_095421-095761.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/7XP3d2vbc5k_133551-133911.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_034230-034640.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_000027-000479.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_000741-004767.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_005097-009057.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_009419-010869.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_012067-014172.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_014343-018443.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_018495-019273.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_023141-024073.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_027414-030358.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_030651-031317.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_032882-033330.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_033528-033974.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_034731-035559.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_039465-039949.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_040023-041101.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_041591-042841.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_044791-051871.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_052159-053066.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_024837-027343.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/Q1ajvrk1mRc_022827-023141.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/v749TqUBHjM_013872-014566.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/v749TqUBHjM_000540-001318.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/v749TqUBHjM_001443-001885.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/v749TqUBHjM_002769-003619.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/v749TqUBHjM_004629-005269.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/v749TqUBHjM_005655-006925.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/v749TqUBHjM_007515-008345.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/v749TqUBHjM_008505-009015.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/v749TqUBHjM_010524-011162.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/v749TqUBHjM_011319-011773.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/v749TqUBHjM_011832-012772.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/v749TqUBHjM_013029-013587.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/v749TqUBHjM_015153-016733.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/v749TqUBHjM_016797-017189.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/v749TqUBHjM_009756-010238.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/v749TqUBHjM_006963-007339.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/v749TqUBHjM_009180-009692.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_133146-133472.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_002447-003286.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_003329-004870.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_005166-007786.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_008208-008656.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_008694-011072.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_011109-011761.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_011856-012766.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_012810-013622.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_014019-015256.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_015315-016003.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_016116-016426.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_016500-017986.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_018498-022372.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_022899-023243.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_023397-024137.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_024489-028297.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_028383-028873.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_028977-029377.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_029463-030020.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_030129-030479.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_031152-032784.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_032880-034054.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_034372-035266.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_035390-036060.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_036412-037634.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_037759-039397.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_039468-040778.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_040818-041512.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_041952-043890.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_043974-044290.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_044343-045737.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_046230-046834.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_047271-047995.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_048843-049829.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_049881-051723.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_051791-053794.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_053952-054798.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_054951-055791.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_055920-056448.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_058089-058671.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_059349-059721.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_060099-060669.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_060938-061934.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_062784-063378.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_068562-071422.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_071559-072427.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_073380-073764.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_074382-074754.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_074802-075120.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_075747-076155.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_076201-076823.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_077256-077630.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_078699-079013.wav,EGY
/srv/scratch/z5208494/dataset/dev_segments/ls0g5kHz22w_079260-079586.wav,EGY
