id,label
3UZNt_OJuvY_228135-229375,MRT
3eSdcKARj7E_035240-035760,MRT
3jygaefihb8_159357-160253,MRT
3s3Kmw2bC60_058605-059584,MRT
3vWDaWYdW6U_224805-226915,MRT
3xPKosVx_Ac_265977-267859,MRT
3xPKosVx_Ac_524238-525700,MRT
43F_vLHaQFg_013841-014182,MRT
48CbmLZ77yA_085701-086067,MRT
4CfGXmEjB9s_010613-011331,MRT
4DvB4i3oO1Q_233048-233367,MRT
4DvB4i3oO1Q_480399-480955,MRT
4OlvBJSeQxE_020754-021806,MRT
4QX_e6QyFTM_032805-033153,MRT
4QX_e6QyFTM_357433-358509,MRT
4Xui6ZenJQE_054711-055092,MRT
4YZtzB5ohOc_120461-122074,MRT
4aXiKd9SuzQ_187002-188158,MRT
4hYehrOYc4I_082509-082915,MRT
4rvekJ0Go64_147096-147968,MRT
4u8qWnnWWEs_104386-104705,MRT
4u8qWnnWWEs_351651-352187,MRT
4wxi0bA4aVE_234261-235529,MRT
5BCf7VznHLY_015924-016948,MRT
5TqYTEmSjF0_007605-008909,MRT
5UBdSf2x4fo_162284-162968,MRT
5WmQcBh4ZLg_138315-138987,MRT
5bV-pZJbMug_056538-057532,MRT
5i-UPZjaXXc_033918-034252,MRT
6-pub2bKbL8_310788-311992,MRT
644kf0YeRg0_038334-040096,MRT
6Ck4IwhGn6E_125724-126768,MRT
6Cuq5trMj48_015597-017079,MRT
6FfF-wf-HLU_121886-123229,MRT
6N9YPtm6EV0_151713-152443,MRT
6O2Wu6GuqZ0_077679-077991,MRT
6O2Wu6GuqZ0_317777-318535,MRT
6S2p2nAptCg_229611-234433,MRT
6dYxc38hQbQ_039375-040075,MRT
6po5g6exoco_045129-045681,MRT
74fdWIlcFqI_297195-297505,MRT
7ALc0NklAOo_099364-101146,MRT
7DY6ikbBrOs_087513-087993,MRT
7Js1KQyGVxE_139716-140494,MRT
7R5_nG1xl8A_141357-141775,MRT
7SjxBOoERXs_168301-169651,MRT
7Vg3hpZkvSg_102795-103357,MRT
7fdSvzrCQaA_061160-061982,MRT
7uSfHGHstJQ_159687-162085,MRT
8EDlQtheNEs_108564-108885,MRT
8FOIzbnx0WM_065838-066194,MRT
8S6cFJdKVCg_001422-001822,MRT
8S6cFJdKVCg_230023-231771,MRT
8YLFnNxZprA_035253-036215,MRT
8rWJ3BG0uv4_010140-010582,MRT
92Eb1Eb9zx4_132444-132976,MRT
97VG9jIV5PM_162765-163311,MRT
97VG9jIV5PM_381714-382696,MRT
9DEaXyATSA4_051150-051602,MRT
9SF6MR84sp4_016506-016894,MRT
9SF6MR84sp4_271374-271910,MRT
9WIuIbRXxmw_074898-075210,MRT
9WIuIbRXxmw_326583-326945,MRT
9jJJMmaEqmw_012348-013566,MRT
9jJJMmaEqmw_233681-234048,MRT
9o5vQRVsR0s_091506-091898,MRT
9o5vQRVsR0s_324910-325432,MRT
A0GyVS79wrk_002967-003286,MRT
A1w6-4q9WSY_149655-150677,MRT
A50VxCz_bXQ_073845-074377,MRT
A9pOKyKtLek_258255-258907,MRT
AAEo2fb987k_042315-042779,MRT
AD2vHNuveM4_087999-089027,MRT
AD2vHNuveM4_272939-273805,MRT
AK60TL5Q-7E_034569-034897,MRT
AK60TL5Q-7E_262826-264848,MRT
ALg3gYtw968_001426-003565,MRT
ANdUgALtpbU_025713-028025,MRT
AS98bka0MUw_001968-002648,MRT
ASvqlJ3QmK8_275007-275845,MRT
AY0je9hryw4_032952-033262,MRT
AreHnwA1vgo_021457-022353,MRT
AtkR8bCUEco_012771-014116,MRT
AvKKT4YGIjY_093216-093858,MRT
BIYWHFis4_0_050715-051292,MRT
BKTMsrTKjfE_172500-173500,MRT
BMBwZqrkjoI_018252-018662,MRT
BUavcYbqF-I_026083-026611,MRT
BVrQ5QCrIDs_237690-239344,MRT
BhTtZsL70uY_020757-021505,MRT
C98a6i-qlQg_073628-073958,MRT
CMGEcMn-Eo8_050731-051107,MRT
CRgBLjG05LY_203337-204913,MRT
CgdFoCDlHC4_015496-017828,MRT
Cj5LG105K9c_000027-002847,MRT
Cl-NCY-7BZs_196221-196631,MRT
Cuuv_w6qh_E_021729-022499,MRT
D2gpDMN9MPw_054429-055979,MRT
D65VDctSAa4_052111-058125,MRT
DEiDIUOfEMg_037455-038665,MRT
DEiDIUOfEMg_265383-265987,MRT
DXIByVh_gkA_035703-037193,MRT
DeGQ_hM1UuM_107028-109159,MRT
DhlYGw6U3w8_037863-039965,MRT
DlzTO3Y-2T0_046084-050694,MRT
DsUqReAGYCc_046083-047077,MRT
DsUqReAGYCc_402269-402839,MRT
Dsgc2qGkypg_119346-121794,MRT
E0sO7tXtW_8_016539-018029,MRT
EA5a8YKV-9k_038167-038569,MRT
EHOg91D4qdE_087663-088027,MRT
EMV167TfAkk_008841-009743,MRT
EMV167TfAkk_304869-305597,MRT
EN66J-d-U6M_037965-038401,MRT
EXK-es1k8cw_004353-004961,MRT
EkDSVGbA1ro_086052-086432,MRT
EsaMKuDyyQ8_001704-002294,MRT
Evor1xsGpJw_063429-064259,MRT
EwHG0rDKD70_286671-287007,MRT
F54vo_wf6pk_018389-018695,MRT
F54vo_wf6pk_504900-505250,MRT
FBNRoa_l0xA_050738-051505,MRT
FLgmZQRKXaI_025343-025939,MRT
FM2MzGw1t18_204105-206425,MRT
FM2MzGw1t18_640272-647328,MRT
FZuWZU9n1CQ_017091-018587,MRT
Fi-O4VVd_Eg_037893-038487,MRT
FmtY1_jJonE_271072-271930,MRT
FnPSVyh1ZFw_242312-243526,MRT
GAZgoG99UeA_003135-003481,MRT
GFdDGbckhnQ_134560-135642,MRT
GRJFyVE4ND4_039495-039911,MRT
GYGJ2ml6LGE_214956-215432,MRT
GdbG_CNfIk0_058430-058889,MRT
GkQyA5sHW4c_126927-127553,MRT
GmrbwCrlgiU_097017-097587,MRT
GnxQ3-8XT5o_119452-123388,MRT
GnxQ3-8XT5o_448654-449639,MRT
GsZC0XDRpN4_197309-197807,MRT
Gx-HfxlTOvE_033437-034089,MRT
GyywEWPwUJk_093571-093905,MRT
H4C0EZxH0zM_041793-043451,MRT
H4C0EZxH0zM_417459-418013,MRT
HB-otY989hk_012006-012969,MRT
HN-eF8QEnyA_457287-458810,MRT
HRksatFdJlU_197949-198537,MRT
HU4n-pq6de4_111393-113008,MRT
HZBabNAgz4o_080410-085900,MRT
HaZyOCf2fec_086503-089903,MRT
HcB11RkznsY_242352-242708,MRT
Hgot7bRQS8k_031769-033851,MRT
Hh-EM3h52zc_238482-239062,MRT
HtWu931A4-M_006858-009300,MRT
Hw7FMAMt1II_173403-173737,MRT
Hy4g4yADNJs_004308-007140,MRT
HywHUv7XQRc_181065-181725,MRT
I25lxY_Xmxg_020019-020791,MRT
I4F_WpcilX8_018408-018736,MRT
I4RXUacr5iY_194560-195700,MRT
I4RXUacr5iY_425693-426188,MRT
I5i-R2ZrUzo_091376-092288,MRT
I7IAJUm4On4_041467-042021,MRT
I9mQxrh-7Xo_257319-259181,MRT
IEt5Gx9mKO8_069744-074810,MRT
IT6tozBVJLU_060309-062723,MRT
IWwfPckFdfA_291185-291663,MRT
Ih8ZT12yM5g_026376-026680,MRT
IhoRxKBmPLI_064461-064807,MRT
In45vPxGYs4_347776-348480,MRT
Iwzr2TIbeCo_008211-010801,MRT
J1bzqT7TN74_244587-245411,MRT
J1bzqT7TN74_481293-481639,MRT
JCFY4Is3cMU_201195-201907,MRT
JO8B0JuuizI_025151-026364,MRT
JbySJR-pclY_011390-011920,MRT
JxUQFgXboVk_060321-065183,MRT
K1qN327F2Zs_020985-021389,MRT
K3xGdnoAG6Y_093267-096399,MRT
K4a3rTM6qys_036335-036739,MRT
K5lYqC51dPk_058154-058487,MRT
K8083LeR_gA_006426-007316,MRT
KCclAerQ0PE_137022-137894,MRT
KHLHbwlu37k_014797-016086,MRT
KHMUC2_A4t8_278100-278444,MRT
KHS69k21iXw_030579-031607,MRT
KLYgOC9NCYY_416862-417962,MRT
KOTyNhpWcmo_064320-065379,MRT
KS1ddMix5Fg_115202-116626,MRT
KktXDjybSuk_011959-012285,MRT
Kslil6qJ57Y_054266-054713,MRT
Kslil6qJ57Y_457158-462735,MRT
KtXy8m6VLYw_399954-406114,MRT
KvpbyNqsqp4_069441-069757,MRT
L4JYnzfpW6A_007370-008098,MRT
L4r7ZAcbJWc_034104-037918,MRT
LRiHklinlaQ_096213-096755,MRT
LRiHklinlaQ_325749-326267,MRT
LgollnstKf8_037722-039508,MRT
LlI0ZM69s1s_107376-107768,MRT
M8iybPXymRs_028317-029063,MRT
MLmgCnsynwk_004200-004840,MRT
MLmgCnsynwk_256835-257767,MRT
MbRXPHRPppw_004194-009298,MRT
MdEGvehZ0Xk_283464-283910,MRT
MshDmDq57iw_069707-070303,MRT
N353xXHVgxk_067014-067658,MRT
N5MU_EG-on8_120816-125733,MRT
NOrXXBJFzyA_005673-007161,MRT
NlM2xfIzQqM_059253-059616,MRT
NwcUEOya1pA_000027-001253,MRT
NyOKkAW8g7E_257154-257852,MRT
O0ybc3ojnC4_068112-069286,MRT
OI_99FvtAQ0_135569-138155,MRT
OI_99FvtAQ0_438768-440746,MRT
OZuKR3CSuyI_120455-120875,MRT
Obfl_6HJYjo_118872-119233,MRT
OcX1k43JlHw_377847-378481,MRT
OsGJAzhDQ_w_123111-126120,MRT
OsGJAzhDQ_w_391245-392291,MRT
P0CWL5C-Z-0_039641-040921,MRT
P6q-4NJ0r2c_129629-137981,MRT
P87QN1Gx8-Y_069693-070139,MRT
PJuqZdvIT6E_002257-003339,MRT
PQ1mYdMQfho_100806-101570,MRT
PV9d4nfa9Pc_023193-023551,MRT
PYICyKIP0mU_111693-114179,MRT
PeDAMyZQiyI_014379-014865,MRT
PeDAMyZQiyI_247956-249246,MRT
PoUDks3Y8K4_042249-044365,MRT
PoUDks3Y8K4_244731-245177,MRT
PrwPSqluL0A_126377-128405,MRT
Pw1u3AXOjyA_000027-002221,MRT
Pw1u3AXOjyA_267696-268728,MRT
PwB1xvpPcmA_209230-210204,MRT
Q4ZEUFR8bME_017718-019960,MRT
QNsZHzWbDYk_071535-072011,MRT
QYm6cOBNWXg_030099-030731,MRT
QZeA5_YsNps_483267-484081,MRT
QhZPtWjvzXA_007875-008263,MRT
QwvsCAmeQaU_043131-044443,MRT
RIM0_yv1cuQ_042162-043190,MRT
RMj3NP14Zk0_013191-013843,MRT
RMj3NP14Zk0_256301-257077,MRT
RQfCfW0VdZE_038318-041998,MRT
RTbGXRsRdFw_024525-025453,MRT
RWXSMenat1s_033120-033424,MRT
Rgds5pwqkv4_014613-015185,MRT
RnxN9YMOp5s_198150-198858,MRT
RnxN9YMOp5s_483246-484292,MRT
S1-dLGrsT28_155209-156307,MRT
S8_z7Al7kUc_106180-106533,MRT
SCLuD5ZcWbg_042818-045064,MRT
SCfPTDcW8-Q_244482-247178,MRT
SUAER2FftI4_020685-021259,MRT
SUAER2FftI4_392517-395657,MRT
Sl0_iM-7pTE_056532-056860,MRT
Sm2k0n5P5bo_237378-238017,MRT
Sm2k0n5P5bo_425359-425747,MRT
SuZgBgJ7KHw_047036-047454,MRT
T8hM9NnjwS4_048323-048727,MRT
T9tA7MQ2dj4_120939-121586,MRT
T9tA7MQ2dj4_359929-360983,MRT
TF_lkeofazg_038994-039356,MRT
TF_lkeofazg_254277-256161,MRT
TI6Dx0dEoWw_154505-156675,MRT
TW0VmBEhNzw_000186-004582,MRT
Tc7Zs-vDrG4_070908-072470,MRT
Texi06pjMJs_066570-067094,MRT
Tm7ekiqhTi8_029254-030052,MRT
Tyk5OEqphMk_051234-052040,MRT
U3yHBC9tEz8_019058-019600,MRT
U6tIbfSfyRw_025647-026673,MRT
U837RD5R4FY_371103-373273,MRT
UB_R60566Vc_051699-052219,MRT
UGy2f1RYo-c_017200-018438,MRT
UIO0x_lcIPw_205923-206441,MRT
URGPsY6kmbM_019355-020563,MRT
URGPsY6kmbM_269004-269774,MRT
U_p5qrIhjBE_279722-280402,MRT
UiqV5WNjjQo_060113-061004,MRT
UiqV5WNjjQo_324681-325395,MRT
UlL_v3mRzu4_056994-057464,MRT
Ux95-zjo32I_070905-072023,MRT
UyFoUbrbgXY_043377-044017,MRT
V1tx-4EE2lw_241305-243929,MRT
V4DGZ7GRQKE_409395-411001,MRT
V7JYHBRNFjc_143382-144516,MRT
V7JYHBRNFjc_330348-330752,MRT
V7iP21EzQi4_019488-020086,MRT
VJnx9AqB8gc_032220-032938,MRT
VSqVhsK0kLI_034059-034465,MRT
VSqVhsK0kLI_235887-236405,MRT
VZHhpyj4v60_001578-002308,MRT
VnwTmeVAwBY_145044-146062,MRT
VwVEowNGOpU_145518-146578,MRT
VwVEowNGOpU_400569-401191,MRT
W-btuHPAjWY_062891-063258,MRT
W3Pd_hKNQcg_001053-001471,MRT
W3QIq_fLxVY_343503-345079,MRT
WF6gV4QrfT4_261338-270308,MRT
WXBaqu7r8AY_064707-065025,MRT
WXBaqu7r8AY_301821-302673,MRT
WXBaqu7r8AY_540361-541025,MRT
WmCNBY0Zog8_156717-157297,MRT
WtMTYcsUFik_092664-093178,MRT
Wyp6XoqaNvQ_006264-006895,MRT
X3YD0ur07zY_198408-198814,MRT
X7961OKRBgc_245826-247478,MRT
X9e0Y3qkGUU_101249-101771,MRT
XIuawE6zEEM_006534-007518,MRT
XJfWEhm__14_163644-163954,MRT
XMbBtIqVs-g_089349-090473,MRT
XMbBtIqVs-g_328119-328535,MRT
XXZbQ-BZkIQ_039780-040138,MRT
X_nU7pO47Po_019410-020216,MRT
X_nU7pO47Po_240744-241371,MRT
X_nU7pO47Po_509382-510435,MRT
XuX7a8F7IJg_106705-107139,MRT
XuX7a8F7IJg_341901-343123,MRT
Y4RPWi8p69k_129228-129620,MRT
YcjD9DX8ejA_002334-002850,MRT
YiEa94lZYPg_249021-249348,MRT
YvftK2ZdnPw_009096-009564,MRT
Z-GEDqPELbU_187755-190489,MRT
Z4ioUkDUivY_025062-025586,MRT
Z4ioUkDUivY_261027-261869,MRT
Z4ioUkDUivY_486492-487854,MRT
ZEgx2BvGhns_031092-031450,MRT
ZHxjxrU3CpI_032602-033338,MRT
ZL3vcx0K7aU_091989-092777,MRT
ZL3vcx0K7aU_311496-312178,MRT
ZL3vcx0K7aU_526587-527227,MRT
ZM0TYl_nxlg_042582-045742,MRT
ZQyYoVk0FG4_014841-018819,MRT
ZRMExddZtAw_229835-230248,MRT
ZRMExddZtAw_470706-471335,MRT
ZTZA0vYzjPw_005139-006683,MRT
ZU34ozeJEio_228273-228755,MRT
ZgN73jL4PMI_074253-074921,MRT
ZgN73jL4PMI_300984-301638,MRT
Zix2cpxm2tc_082023-082551,MRT
Zix2cpxm2tc_395139-397503,MRT
ZmfzVZsU7IA_054558-054905,MRT
ZwANMZu91i4_222617-222938,MRT
Zy56MEOp2-E_016028-016636,MRT
_-WnDW_DrXU_194946-195682,MRT
_5hdeOEW5f8_054116-054601,MRT
_DLF6sBO2T4_101987-102589,MRT
_Jkp8dc2d1w_116025-116451,MRT
_Jkp8dc2d1w_351101-352309,MRT
_Mrv7FgPEDE_005591-005963,MRT
_Tf7gsdUlDk_059149-060751,MRT
_TlfE1NN2ss_025302-026058,MRT
_TlfE1NN2ss_258681-259789,MRT
_YHzFl7lsyU_001179-002767,MRT
_eyJ-Q3RO9o_049710-050060,MRT
_ityzkykeps_027591-028431,MRT
_jOlr1IZBAo_202646-203278,MRT
_tuFN7o_vk8_148538-149086,MRT
_w1uEOelTkY_065745-066437,MRT
_w5kMmd53Lg_073401-073755,MRT
_zNYUkxug8k_012311-012631,MRT
a0PfE00vG3g_089711-090085,MRT
a0PfE00vG3g_384690-385852,MRT
a0YpPIpv7ik_195762-196574,MRT
a2re23FqLaU_138439-139397,MRT
aLR6g7Dyow0_024165-024569,MRT
aQ419UL3K98_368041-371909,MRT
abXQBpINHNw_005160-005576,MRT
acjKnlN3DAY_155661-156607,MRT
amOCEqyAR3c_165090-166264,MRT
ankvIa25Cpo_248034-250008,MRT
aq3hfDxGY8A_079671-083759,MRT
as565iRkGLI_109977-110560,MRT
atNoxj0QijA_105204-105561,MRT
atpRfUxCh0w_051234-051622,MRT
bOEvtbhrbCk_039264-039694,MRT
bbBhMYltAwA_180095-180745,MRT
bjlhDxIC_Do_079905-080713,MRT
bjlhDxIC_Do_340101-341001,MRT
bve0MofoZRc_134787-135101,MRT
bve0MofoZRc_342869-343183,MRT
c5dSQrOGWnI_036785-037261,MRT
c5dSQrOGWnI_270188-270734,MRT
cHe8Z5PhocY_040233-041071,MRT
cHwo7W9oxaY_286854-288630,MRT
cPvQZkd5Yjs_386328-389336,MRT
cQD3HwSn0iE_228529-229807,MRT
cSBBUZisyGo_065374-066084,MRT
cSBBUZisyGo_329871-330757,MRT
cd5S0_qPWbE_073667-079705,MRT
ct-dSi694-Y_055247-055654,MRT
d1vSK3CEZTY_160341-162679,MRT
d230m2XYRvQ_040384-040946,MRT
dABkLwOBXmc_260859-261715,MRT
dDjKbEawQEc_184419-184889,MRT
dFSui-PZD4U_121508-121899,MRT
dFSui-PZD4U_347677-348307,MRT
dFzG7j3oklw_216375-217157,MRT
dL51mn3cXac_020754-021304,MRT
ddnBXfEzcNo_119034-119817,MRT
ddnBXfEzcNo_535125-536167,MRT
deCychHMJ70_242250-242866,MRT
diciFM481ZY_019548-020506,MRT
dzKLsAiI0jY_042186-042622,MRT
e1MVRIDhCbA_024228-024562,MRT
e4tGl-r3eR4_049755-051541,MRT
e9brg77mEiU_200231-200907,MRT
eGmyHBoVJso_103341-103786,MRT
eH893UCC_4Q_161260-161630,MRT
eWtDfqJ4ftc_037440-039600,MRT
eWtDfqJ4ftc_302844-304008,MRT
eihI1J0yG5M_178982-182348,MRT
erNc_bqEzis_087003-087317,MRT
etMs__sWOiM_246504-247306,MRT
euaHMBq3_u8_163755-165299,MRT
f-P2Zc2jfiY_044418-044990,MRT
f0Io0qH82FY_026997-027531,MRT
f6eTGEUgFRw_021972-024596,MRT
f70V-9mzS0s_244725-245341,MRT
f70V-9mzS0s_475668-479110,MRT
fPnvMU_JdhY_048339-048835,MRT
fYSH-fCTWRY_018582-020188,MRT
fYSH-fCTWRY_248184-248948,MRT
fYSH-fCTWRY_507045-507364,MRT
fgQfdLRadHc_108495-109829,MRT
foo0gtbT3mU_005767-006695,MRT
g-mt1kwbhQs_053397-054642,MRT
g3OvFol9e2E_148371-148713,MRT
g3OvFol9e2E_382349-383587,MRT
g469BQm4wYU_067182-068252,MRT
g6aKtIZwQI8_080273-083541,MRT
g6aKtIZwQI8_334257-334797,MRT
g9-LUPfkDns_170379-173067,MRT
gCu7HtSN3LQ_209240-211690,MRT
gEs7NkwxJLU_047884-048586,MRT
gIdKnixoSJg_018378-018760,MRT
gK2ywqNq0iI_102141-103027,MRT
gK2ywqNq0iI_343737-344147,MRT
gUvfHgrAtSs_018385-018737,MRT
gW-gl6iKxk4_119781-120993,MRT
gXZBZj_QD_Y_045426-045830,MRT
gZa_-04NFGc_135345-136159,MRT
gcIfDW48M9s_149238-149768,MRT
gcIfDW48M9s_450152-451238,MRT
gnOdjHYCtFA_127956-128868,MRT
gnOdjHYCtFA_445718-446859,MRT
h1Hz0ZXx75k_007873-008316,MRT
h1qfvuT-l3Y_042312-044336,MRT
h1qfvuT-l3Y_294723-297343,MRT
--s9_lAJV2c_000027-000413,MAR
--s9_lAJV2c_040575-041417,MAR
-4Zg_ErN0nM_019235-019693,MAR
-5ZTQIULZdk_005814-007014,MAR
-AFc2LlToHc_023805-024259,MAR
-OLNNR_Iqoo_042348-042822,MAR
-bu6uPJ4TUk_000948-002062,MAR
-e0s2ma7dL0_045919-047411,MAR
-mDTFhKQdg8_018089-018461,MAR
-mDTFhKQdg8_047847-048527,MAR
-o9xTlIieig_023664-023992,MAR
-tMKijalWME_009579-009927,MAR
-tMKijalWME_045732-047390,MAR
-tMKijalWME_073017-073385,MAR
-tMKijalWME_098857-099563,MAR
-tMKijalWME_129957-131221,MAR
01qHAvVsLWs_022621-023373,MAR
01qHAvVsLWs_051417-052548,MAR
0FMJpVF5vs4_009546-009938,MAR
0FMJpVF5vs4_036561-037083,MAR
0FMJpVF5vs4_076797-077777,MAR
0J3_s6Hq3P8_039128-042494,MAR
0JBA5mqyC0E_004752-005096,MAR
0JBA5mqyC0E_033311-033803,MAR
0JBA5mqyC0E_069794-070286,MAR
0LANsLrVGfE_029943-037447,MAR
0xmTmYEEvrs_006010-007109,MAR
0xmTmYEEvrs_038121-038483,MAR
0yDLaNHVHSQ_005391-005765,MAR
14pFKFY3XL0_011739-012205,MAR
14pFKFY3XL0_034452-036168,MAR
16ni_uvt7HQ_028870-031311,MAR
1E_N6FRtZ9Q_016500-017308,MAR
1E_N6FRtZ9Q_050601-051203,MAR
1M8pmWJbY6s_014496-014858,MAR
1cJt6RPCf4M_029933-030283,MAR
1oAPr3uPFt0_002559-002949,MAR
1oAPr3uPFt0_036621-038035,MAR
1oAPr3uPFt0_063720-064324,MAR
1oAPr3uPFt0_098925-100027,MAR
1sK-dq2OvTQ_011849-016455,MAR
2DzOwt_uI64_000045-001453,MAR
2DzOwt_uI64_038586-038964,MAR
2m95y0YkcR0_003118-006994,MAR
2wVuk0etek0_021441-022661,MAR
3-G-9xWAOY4_007311-007667,MAR
3-G-9xWAOY4_038644-041178,MAR
3AB8C20upIQ_042774-043082,MAR
3NaFa7zEo2k_011878-012254,MAR
3NaFa7zEo2k_053674-054060,MAR
3V--6C3KNRI_028536-029006,MAR
3V--6C3KNRI_067212-067816,MAR
3ZwJtuOe07U_057461-057763,MAR
42qOEaYrk1M_000243-000793,MAR
42qOEaYrk1M_043917-044293,MAR
4MKJjzI2FIs_006107-008625,MAR
4MKJjzI2FIs_033648-036668,MAR
4OfNJvPG5MQ_012118-012608,MAR
4OfNJvPG5MQ_059823-060299,MAR
4TR-jHjfa0Y_022716-023188,MAR
4afqiArtBsA_003114-003800,MAR
4cGBMDEt7x4_003651-005161,MAR
4cGBMDEt7x4_035355-036065,MAR
4y_znKHmRd4_021500-023700,MAR
5EWWS_mVwIU_002289-003677,MAR
5IBRFZtL0mA_020844-022222,MAR
5IBRFZtL0mA_073380-073744,MAR
5IBRFZtL0mA_105660-106549,MAR
5IBRFZtL0mA_138693-142421,MAR
5IBRFZtL0mA_186306-186986,MAR
5IBRFZtL0mA_216332-217628,MAR
5IBRFZtL0mA_244694-245108,MAR
5IBRFZtL0mA_292926-293320,MAR
5IBRFZtL0mA_342133-342649,MAR
5IBRFZtL0mA_386273-387183,MAR
5LpUmZoZqW4_027219-027917,MAR
5Ux_q8gfhyg_017269-018401,MAR
5Yjmd8yTpmg_028439-029226,MAR
5ZEXbjN1qyc_005777-007905,MAR
5mRtrwLSw68_015416-019435,MAR
5zDcS0bvolk_026160-026948,MAR
638r-m6w7to_020571-021041,MAR
638r-m6w7to_071646-072052,MAR
63tSfUs6R1M_057297-060865,MAR
6BUY-qKZjhc_069894-070216,MAR
6FRQTj5hcps_006873-007248,MAR
6FRQTj5hcps_037116-038110,MAR
6FRQTj5hcps_059923-060530,MAR
6FRQTj5hcps_093840-097204,MAR
6WraIr8tCTM_005082-006274,MAR
6hYGnwDaWmo_017243-017837,MAR
6lZr3KW0dvg_008560-008938,MAR
7jFkSHLzUb0_007639-007956,MAR
8AWLNqPqC6c_013479-014035,MAR
8m9_8M-UcDk_000075-002617,MAR
8m9_8M-UcDk_027755-028119,MAR
8tt2bv_KDO8_035424-036604,MAR
8tt2bv_KDO8_064776-065286,MAR
8zjI7cY7SdM_043794-044246,MAR
98SJISrkIt0_010749-011379,MAR
9GEDIh0MnCM_012639-013251,MAR
9GEDIh0MnCM_051382-051710,MAR
9PsIgAaAHYE_015924-017032,MAR
9lSgAWU7ffc_014540-015963,MAR
9lSgAWU7ffc_080355-081753,MAR
9lSgAWU7ffc_149667-150919,MAR
9mqUHAbFr1U_023259-023581,MAR
9v9J8wN684s_011593-016427,MAR
9xgriQRtLDw_027708-028307,MAR
A98-gN_Ltwc_005271-006289,MAR
A98-gN_Ltwc_038152-038808,MAR
ANkps1yw6nw_023095-025899,MAR
ASTH_BYlQt0_050739-054953,MAR
ASjAOLsODiE_028302-029780,MAR
AUrCt2HbDrE_000234-003460,MAR
Ac-gLlfey_A_008613-009029,MAR
AgUtg0TtCAc_035422-035968,MAR
AtuIgaQBZGs_009930-010546,MAR
AtuIgaQBZGs_054355-054840,MAR
Ax7oGmnd0m8_027758-028216,MAR
Ax7oGmnd0m8_065186-065968,MAR
BPzGvPYo1E0_005251-005615,MAR
BcvXswu9N7Q_001779-002083,MAR
BkpXlT5_AiE_000249-001355,MAR
BkpXlT5_AiE_026022-026400,MAR
C14OKEQ2kQw_025188-025648,MAR
CGUWrystcm8_000048-000434,MAR
CJtjrU3jItU_034488-034814,MAR
CJtjrU3jItU_069996-072716,MAR
CVia-WtiSm8_009147-009997,MAR
CoDSQ5If2M4_020520-024228,MAR
Cy6nK9HQPlw_022417-023467,MAR
D2_E04lvwOk_004638-005602,MAR
DL1TG_J-Bng_027273-028973,MAR
DNDWWmfkGXA_033154-033584,MAR
DiQ6TW9MZWs_073703-074483,MAR
DjdyUSJ9dtM_057120-058005,MAR
DjdyUSJ9dtM_115984-116647,MAR
DjdyUSJ9dtM_184274-186692,MAR
DjdyUSJ9dtM_271996-272618,MAR
DjdyUSJ9dtM_355839-357829,MAR
EBSceXm3Ay8_000234-000600,MAR
EBSceXm3Ay8_033058-033930,MAR
EWeYssxF1dM_011091-012385,MAR
